time,pelvis_tilt,pelvis_tilt_vel,pelvis_list,pelvis_list_vel,pelvis_rotation,pelvis_rotation_vel,pelvis_tx,pelvis_tx_vel,pelvis_ty,pelvis_ty_vel,pelvis_tz,pelvis_tz_vel,hip_flexion_r,hip_flexion_r_vel,hip_adduction_r,hip_adduction_r_vel,hip_rotation_r,hip_rotation_r_vel,knee_angle_r,knee_angle_r_vel,ankle_angle_r,ankle_angle_r_vel,hip_flexion_l,hip_flexion_l_vel,hip_adduction_l,hip_adduction_l_vel,hip_rotation_l,hip_rotation_l_vel,knee_angle_l,knee_angle_l_vel,ankle_angle_l,ankle_angle_l_vel,lumbar_extension,lumbar_extension_vel
4.342,-0.263,-0.127,0.029,0.179,0.007,-0.391,2.206,0.619,1.096,0.496,0.046,0.188,1.217,-1.772,-0.017,0.510,0.000,0.000,-1.320,2.403,0.385,0.687,0.230,-0.370,0.099,-0.152,0.000,0.000,-0.543,0.446,0.194,-4.502,-0.087,0.000
4.350,-0.264,-0.126,0.031,0.345,0.004,-0.412,2.211,0.628,1.100,0.496,0.048,0.135,1.203,-1.488,-0.013,0.127,0.000,0.000,-1.301,0.945,0.391,0.264,0.227,-0.365,0.098,0.112,0.000,0.000,-0.540,0.484,0.158,-4.918,-0.087,0.000
4.358,-0.265,-0.201,0.033,0.273,0.000,-0.384,2.216,0.615,1.104,0.500,0.049,0.169,1.191,-1.573,-0.012,0.356,0.000,0.000,-1.293,2.108,0.393,0.297,0.224,-0.055,0.098,-0.003,0.000,0.000,-0.536,0.249,0.118,-5.092,-0.087,0.000
4.367,-0.267,-0.274,0.036,0.054,-0.003,-0.108,2.221,0.565,1.108,0.509,0.050,0.175,1.179,-1.587,-0.009,0.214,0.000,0.000,-1.276,1.309,0.395,0.483,0.223,0.383,0.098,-0.267,0.000,0.000,-0.534,-0.147,0.077,-5.114,-0.087,0.000
4.375,-0.269,-0.177,0.036,0.037,-0.004,-0.136,2.226,0.575,1.112,0.507,0.052,0.174,1.166,-1.647,-0.008,0.235,0.000,0.000,-1.266,1.299,0.399,0.102,0.226,0.450,0.096,-0.317,0.000,0.000,-0.535,-0.461,0.037,-5.257,-0.087,0.000
4.383,-0.271,-0.225,0.036,0.013,-0.005,-0.036,2.230,0.555,1.116,0.487,0.053,0.166,1.153,-1.486,-0.006,0.239,0.000,0.000,-1.255,1.323,0.400,-0.033,0.230,0.804,0.094,-0.351,0.000,0.000,-0.539,-0.981,-0.006,-5.046,-0.087,0.000
4.392,-0.272,-0.234,0.036,0.098,-0.005,-0.266,2.235,0.516,1.120,0.484,0.054,0.158,1.141,-1.481,-0.004,0.327,0.000,0.000,-1.245,1.838,0.400,0.034,0.236,1.010,0.091,-0.216,0.000,0.000,-0.547,-1.424,-0.046,-4.253,-0.087,0.000
4.400,-0.274,-0.282,0.037,-0.073,-0.007,-0.420,2.239,0.511,1.124,0.477,0.056,0.213,1.129,-1.519,-0.001,0.753,0.000,0.000,-1.230,2.329,0.400,0.084,0.244,1.338,0.089,-0.467,0.000,0.000,-0.558,-2.171,-0.080,-2.696,-0.087,0.000
4.408,-0.277,-0.194,0.037,-0.046,-0.010,0.395,2.243,0.540,1.128,0.475,0.057,0.128,1.117,-1.509,0.005,-0.178,0.000,0.000,-1.211,0.734,0.400,-0.084,0.255,1.620,0.085,-0.298,0.000,0.000,-0.575,-2.660,-0.102,-3.568,-0.087,0.000
4.417,-0.278,-0.170,0.036,-0.218,-0.007,0.257,2.247,0.509,1.131,0.451,0.058,0.181,1.105,-1.588,0.003,0.295,0.000,0.000,-1.206,1.421,0.400,0.007,0.268,1.892,0.083,-0.514,0.000,0.000,-0.597,-3.396,-0.130,-1.549,-0.087,0.000
4.425,-0.279,-0.258,0.035,-0.158,-0.005,0.286,2.251,0.466,1.135,0.438,0.060,0.175,1.092,-1.368,0.006,0.249,0.000,0.000,-1.194,1.521,0.400,-0.256,0.283,2.353,0.079,-0.434,0.000,0.000,-0.624,-4.148,-0.142,-1.650,-0.087,0.000
4.433,-0.281,-0.248,0.033,-0.160,-0.003,0.292,2.255,0.449,1.139,0.434,0.061,0.175,1.081,-1.361,0.008,0.236,0.000,0.000,-1.182,1.491,0.398,-0.291,0.302,2.679,0.075,-0.450,0.000,0.000,-0.657,-4.906,-0.156,-1.653,-0.087,0.000
4.442,-0.283,-0.110,0.032,-0.295,-0.001,0.139,2.259,0.460,1.142,0.449,0.063,0.213,1.070,-1.692,0.010,0.540,0.000,0.000,-1.170,1.919,0.395,0.190,0.324,2.612,0.072,-0.667,0.000,0.000,-0.696,-5.424,-0.169,-0.951,-0.087,0.000
4.450,-0.284,-0.086,0.030,-0.328,0.001,0.084,2.262,0.443,1.146,0.456,0.064,0.229,1.057,-1.826,0.014,0.650,0.000,0.000,-1.155,2.216,0.397,0.262,0.344,2.724,0.067,-0.749,0.000,0.000,-0.740,-5.767,-0.176,-0.547,-0.087,0.000
4.458,-0.285,-0.099,0.027,-0.347,0.001,0.179,2.266,0.433,1.149,0.420,0.066,0.218,1.042,-1.615,0.019,0.593,0.000,0.000,-1.137,1.745,0.399,0.035,0.366,3.135,0.061,-0.745,0.000,0.000,-0.786,-6.540,-0.181,0.104,-0.087,0.000
4.467,-0.286,-0.085,0.024,-0.360,0.003,0.198,2.269,0.443,1.153,0.423,0.068,0.224,1.029,-1.607,0.024,0.571,0.000,0.000,-1.123,1.676,0.399,-0.154,0.391,3.268,0.055,-0.746,0.000,0.000,-0.838,-6.857,-0.180,0.805,-0.087,0.000
4.475,-0.287,-0.023,0.021,-0.358,0.004,-0.015,2.273,0.451,1.156,0.412,0.070,0.238,1.016,-1.665,0.028,0.686,0.000,0.000,-1.110,1.588,0.398,-0.263,0.417,3.195,0.049,-0.786,0.000,0.000,-0.893,-6.998,-0.174,2.011,-0.087,0.000
4.483,-0.287,0.009,0.018,-0.379,0.004,-0.103,2.277,0.464,1.159,0.452,0.072,0.236,1.003,-1.978,0.034,0.761,0.000,0.000,-1.097,2.165,0.396,-0.145,0.443,3.100,0.042,-0.840,0.000,0.000,-0.949,-6.714,-0.157,0.834,-0.087,0.000
4.492,-0.287,0.024,0.015,-0.372,0.003,-0.240,2.280,0.430,1.163,0.421,0.073,0.230,0.987,-1.742,0.040,0.810,0.000,0.000,-1.080,1.940,0.395,-0.309,0.468,3.171,0.036,-0.797,0.000,0.000,-1.003,-6.794,-0.151,1.573,-0.087,0.000
4.500,-0.286,0.200,0.012,-0.362,0.001,-0.169,2.284,0.437,1.166,0.434,0.075,0.220,0.973,-2.041,0.046,0.698,0.000,0.000,-1.064,2.088,0.392,-0.206,0.493,3.055,0.029,-0.724,0.000,0.000,-1.057,-6.787,-0.138,2.023,-0.087,0.000
4.508,-0.285,0.129,0.010,-0.402,0.000,-0.307,2.287,0.422,1.170,0.429,0.077,0.235,0.957,-1.953,0.052,0.785,0.000,0.000,-1.047,2.224,0.391,-0.257,0.518,3.230,0.023,-0.777,0.000,0.000,-1.111,-6.862,-0.122,1.367,-0.087,0.000
4.517,-0.284,0.015,0.006,-0.408,-0.002,-0.455,2.291,0.429,1.173,0.448,0.079,0.264,0.941,-1.923,0.058,0.940,0.000,0.000,-1.030,2.504,0.389,-0.510,0.543,3.168,0.017,-0.831,0.000,0.000,-1.166,-6.490,-0.111,1.499,-0.087,0.000
4.525,-0.284,0.055,0.003,-0.412,-0.006,-0.361,2.294,0.421,1.177,0.429,0.081,0.254,0.926,-1.870,0.066,0.913,0.000,0.000,-1.010,2.281,0.385,-0.603,0.569,3.193,0.011,-0.867,0.000,0.000,-1.218,-6.379,-0.099,1.889,-0.087,0.000
4.533,-0.283,0.098,0.000,-0.371,-0.009,-0.265,2.297,0.416,1.180,0.403,0.083,0.220,0.911,-1.768,0.073,0.748,0.000,0.000,-0.991,1.997,0.380,-0.749,0.594,3.311,0.004,-0.788,0.000,0.000,-1.269,-6.312,-0.084,4.383,-0.087,0.000
4.542,-0.282,0.116,-0.003,-0.334,-0.011,-0.484,2.301,0.436,1.183,0.418,0.085,0.217,0.897,-1.875,0.079,0.766,0.000,0.000,-0.975,2.118,0.374,-0.632,0.621,3.227,-0.003,-0.791,0.000,0.000,-1.320,-5.954,-0.049,2.402,-0.087,0.000
4.550,-0.282,0.219,-0.006,-0.325,-0.015,-0.614,2.304,0.433,1.187,0.410,0.087,0.228,0.882,-2.118,0.085,0.807,0.000,0.000,-0.958,2.451,0.369,-0.201,0.647,3.081,-0.009,-0.823,0.000,0.000,-1.367,-5.672,-0.030,2.964,-0.087,0.000
4.558,-0.280,0.148,-0.008,-0.410,-0.020,-0.538,2.308,0.405,1.190,0.379,0.088,0.241,0.865,-1.986,0.092,0.878,0.000,0.000,-0.939,2.397,0.367,-0.332,0.671,3.341,-0.016,-0.995,0.000,0.000,-1.413,-5.531,-0.006,2.846,-0.087,0.000
4.567,-0.279,0.074,-0.012,-0.350,-0.024,-0.484,2.311,0.409,1.193,0.361,0.090,0.208,0.849,-1.801,0.099,0.755,0.000,0.000,-0.920,2.213,0.364,-0.415,0.698,3.390,-0.024,-0.904,0.000,0.000,-1.457,-5.164,0.017,2.525,-0.087,0.000
4.575,-0.278,0.168,-0.015,-0.319,-0.028,-0.504,2.314,0.431,1.196,0.374,0.092,0.203,0.835,-1.965,0.105,0.669,0.000,0.000,-0.902,2.357,0.361,-0.437,0.725,3.221,-0.031,-0.895,0.000,0.000,-1.498,-4.776,0.037,2.550,-0.087,0.000
4.583,-0.277,0.198,-0.017,-0.266,-0.032,-0.540,2.318,0.410,1.199,0.370,0.094,0.201,0.819,-2.069,0.110,0.651,0.000,0.000,-0.883,2.476,0.358,-0.281,0.751,3.259,-0.038,-0.852,0.000,0.000,-1.536,-4.484,0.057,2.494,-0.087,0.000
4.592,-0.275,0.090,-0.019,-0.259,-0.036,-0.530,2.321,0.383,1.202,0.333,0.095,0.191,0.802,-1.703,0.115,0.637,0.000,0.000,-0.863,2.025,0.355,-0.423,0.777,3.505,-0.045,-0.878,0.000,0.000,-1.572,-4.221,0.077,1.981,-0.087,0.000
4.600,-0.274,0.189,-0.021,-0.250,-0.041,-0.328,2.324,0.411,1.205,0.336,0.097,0.154,0.789,-2.021,0.120,0.453,0.000,0.000,-0.847,2.625,0.352,0.097,0.805,3.371,-0.052,-0.767,0.000,0.000,-1.606,-3.797,0.093,2.353,-0.087,0.000
4.608,-0.273,0.058,-0.023,-0.108,-0.043,-0.343,2.327,0.391,1.207,0.322,0.098,0.125,0.773,-1.680,0.124,0.303,0.000,0.000,-0.826,2.014,0.353,-0.371,0.832,3.599,-0.058,-0.538,0.000,0.000,-1.636,-3.403,0.112,1.085,-0.087,0.000
4.617,-0.272,0.070,-0.024,-0.271,-0.046,-0.564,2.330,0.394,1.210,0.300,0.099,0.177,0.759,-1.706,0.127,0.638,0.000,0.000,-0.810,2.099,0.350,-0.664,0.861,3.454,-0.062,-0.993,0.000,0.000,-1.664,-3.023,0.121,2.113,-0.087,0.000
4.625,-0.272,0.043,-0.026,-0.197,-0.051,-0.490,2.334,0.345,1.212,0.272,0.100,0.148,0.746,-1.521,0.132,0.506,0.000,0.000,-0.793,1.979,0.345,-0.483,0.888,3.646,-0.070,-0.846,0.000,0.000,-1.688,-2.777,0.138,1.692,-0.087,0.000
4.633,-0.271,0.150,-0.028,-0.119,-0.054,-0.405,2.336,0.380,1.214,0.277,0.102,0.126,0.733,-1.713,0.136,0.343,0.000,0.000,-0.777,1.959,0.341,-0.318,0.918,3.470,-0.077,-0.681,0.000,0.000,-1.710,-2.387,0.151,2.159,-0.087,0.000
4.642,-0.270,0.158,-0.029,-0.107,-0.058,-0.431,2.339,0.401,1.217,0.264,0.103,0.118,0.720,-1.719,0.138,0.344,0.000,0.000,-0.762,2.006,0.338,-0.030,0.945,3.481,-0.082,-0.699,0.000,0.000,-1.729,-1.943,0.168,1.198,-0.087,0.000
4.650,-0.269,0.147,-0.030,-0.110,-0.061,-0.369,2.343,0.391,1.219,0.244,0.104,0.106,0.706,-1.560,0.141,0.302,0.000,0.000,-0.746,1.768,0.338,-0.405,0.973,3.439,-0.088,-0.685,0.000,0.000,-1.745,-1.557,0.178,1.678,-0.087,0.000
4.658,-0.268,0.127,-0.031,-0.039,-0.064,-0.321,2.346,0.366,1.221,0.225,0.104,0.084,0.693,-1.333,0.144,0.181,0.000,0.000,-0.731,1.439,0.335,-0.382,1.001,3.404,-0.093,-0.568,0.000,0.000,-1.757,-1.232,0.191,2.177,-0.087,0.000
4.667,-0.267,0.145,-0.031,-0.040,-0.067,-0.309,2.349,0.369,1.223,0.217,0.105,0.080,0.683,-1.395,0.145,0.171,0.000,0.000,-0.720,1.475,0.332,-0.234,1.028,3.386,-0.098,-0.532,0.000,0.000,-1.767,-0.847,0.209,1.379,-0.087,0.000
4.675,-0.266,0.094,-0.031,-0.035,-0.069,-0.344,2.352,0.381,1.224,0.207,0.106,0.076,0.672,-1.329,0.146,0.195,0.000,0.000,-0.708,1.479,0.330,-0.344,1.055,3.342,-0.102,-0.570,0.000,0.000,-1.774,-0.405,0.220,0.986,-0.087,0.000
4.683,-0.265,0.178,-0.031,-0.016,-0.072,-0.218,2.355,0.411,1.226,0.195,0.106,0.063,0.661,-1.987,0.148,0.091,0.000,0.000,-0.696,3.432,0.327,1.573,1.082,3.127,-0.107,-0.536,0.000,0.000,-1.777,-0.030,0.228,1.058,-0.087,0.000
4.692,-0.263,0.022,-0.032,-0.008,-0.074,-0.390,2.358,0.350,1.227,0.188,0.107,0.070,0.645,-0.567,0.149,0.155,0.000,0.000,-0.669,-0.718,0.340,-2.015,1.107,3.317,-0.111,-0.556,0.000,0.000,-1.777,0.344,0.236,1.022,-0.087,0.000
4.700,-0.263,-0.032,-0.032,0.093,-0.077,-0.276,2.361,0.346,1.229,0.155,0.107,0.032,0.641,-0.984,0.150,-0.014,0.000,0.000,-0.675,1.112,0.323,0.045,1.133,3.304,-0.116,-0.170,0.000,0.000,-1.775,0.684,0.244,0.453,-0.087,0.000
4.708,-0.264,0.010,-0.031,0.046,-0.079,-0.268,2.364,0.349,1.230,0.144,0.108,0.037,0.633,-1.074,0.150,0.017,0.000,0.000,-0.666,1.202,0.324,0.098,1.160,3.062,-0.117,-0.227,0.000,0.000,-1.769,1.048,0.248,0.498,-0.087,0.000
4.717,-0.263,0.447,-0.031,-0.084,-0.081,-0.153,2.366,0.461,1.231,0.183,0.108,0.054,0.624,-2.494,0.150,0.091,0.000,0.000,-0.656,3.681,0.325,1.530,1.184,2.261,-0.119,-0.338,0.000,0.000,-1.761,1.363,0.252,0.975,-0.087,0.000
4.725,-0.260,0.155,-0.031,0.072,-0.082,-0.263,2.370,0.394,1.233,0.157,0.108,0.018,0.604,-0.737,0.151,-0.042,0.000,0.000,-0.627,-0.650,0.337,-1.303,1.202,2.487,-0.121,-0.114,0.000,0.000,-1.750,1.781,0.260,0.467,-0.087,0.000
4.733,-0.259,0.108,-0.031,0.047,-0.084,-0.348,2.373,0.381,1.234,0.115,0.109,0.027,0.598,-0.858,0.150,0.049,0.000,0.000,-0.632,0.483,0.326,-0.015,1.222,2.409,-0.122,-0.180,0.000,0.000,-1.736,2.037,0.263,0.299,-0.087,0.000
4.742,-0.258,0.064,-0.030,-0.042,-0.087,-0.081,2.376,0.341,1.235,0.102,0.109,0.025,0.591,-0.916,0.151,0.068,0.000,0.000,-0.628,0.735,0.326,0.226,1.241,2.452,-0.124,-0.104,0.000,0.000,-1.719,2.393,0.266,0.528,-0.087,0.000
4.750,-0.257,0.165,-0.031,0.020,-0.088,0.027,2.379,0.346,1.236,0.103,0.109,0.010,0.584,-1.041,0.151,-0.063,0.000,0.000,-0.622,0.803,0.328,0.288,1.261,2.091,-0.125,0.122,0.000,0.000,-1.700,2.769,0.270,0.592,-0.087,0.000
4.758,-0.256,0.285,-0.030,0.070,-0.088,-0.071,2.382,0.411,1.237,0.115,0.109,-0.002,0.576,-1.238,0.151,-0.140,0.000,0.000,-0.616,0.836,0.330,0.084,1.278,1.630,-0.124,0.118,0.000,0.000,-1.678,2.905,0.275,0.382,-0.087,0.000
4.767,-0.254,0.269,-0.030,0.043,-0.088,-0.092,2.385,0.418,1.238,0.106,0.109,-0.004,0.566,-1.217,0.150,-0.091,0.000,0.000,-0.609,0.831,0.331,0.145,1.291,1.502,-0.123,0.093,0.000,0.000,-1.655,3.036,0.278,0.040,-0.087,0.000
4.775,-0.252,0.316,-0.030,-0.040,-0.089,0.236,2.388,0.404,1.238,0.089,0.109,-0.006,0.556,-1.190,0.149,-0.078,0.000,0.000,-0.602,0.637,0.332,0.467,1.303,1.347,-0.122,0.248,0.000,0.000,-1.630,3.314,0.278,-0.211,-0.087,0.000
4.783,-0.249,0.309,-0.030,0.047,-0.087,0.097,2.392,0.391,1.239,0.087,0.109,-0.010,0.547,-1.176,0.148,-0.145,0.000,0.000,-0.597,0.637,0.336,0.522,1.314,1.054,-0.120,0.286,0.000,0.000,-1.604,3.627,0.277,-0.466,-0.087,0.000
4.792,-0.247,0.190,-0.029,0.098,-0.086,-0.166,2.395,0.375,1.240,0.072,0.109,-0.013,0.537,-0.993,0.147,-0.158,0.000,0.000,-0.592,0.609,0.340,0.308,1.322,0.948,-0.118,0.164,0.000,0.000,-1.575,3.796,0.273,-0.385,-0.087,0.000
4.800,-0.245,0.186,-0.029,0.016,-0.088,-0.114,2.398,0.401,1.240,0.068,0.109,-0.007,0.529,-0.978,0.146,-0.075,0.000,0.000,-0.587,0.524,0.343,0.234,1.330,0.776,-0.116,0.106,0.000,0.000,-1.545,3.823,0.270,-0.704,-0.087,0.000
4.808,-0.244,0.069,-0.029,-0.002,-0.089,-0.015,2.401,0.411,1.241,0.044,0.109,-0.020,0.521,-0.764,0.145,-0.071,0.000,0.000,-0.583,0.310,0.344,0.269,1.336,0.750,-0.116,0.168,0.000,0.000,-1.514,3.859,0.264,-0.965,-0.087,0.000
4.817,-0.243,0.133,-0.029,0.013,-0.089,0.004,2.404,0.429,1.241,0.039,0.109,-0.016,0.515,-0.826,0.145,-0.079,0.000,0.000,-0.581,0.267,0.347,0.438,1.342,0.471,-0.114,0.204,0.000,0.000,-1.483,3.848,0.256,-1.089,-0.087,0.000
4.825,-0.242,0.216,-0.028,-0.010,-0.089,-0.022,2.408,0.441,1.242,0.044,0.108,-0.010,0.509,-1.099,0.144,-0.077,0.000,0.000,-0.578,0.620,0.350,0.316,1.346,0.193,-0.113,0.175,0.000,0.000,-1.452,3.781,0.248,-0.934,-0.087,0.000
4.833,-0.240,0.147,-0.029,-0.043,-0.089,-0.247,2.411,0.436,1.242,0.019,0.108,0.006,0.500,-0.931,0.143,0.018,0.000,0.000,-0.574,0.489,0.353,0.172,1.347,0.246,-0.111,-0.087,0.000,0.000,-1.422,3.585,0.240,-0.850,-0.087,0.000
4.842,-0.239,0.160,-0.029,-0.022,-0.091,-0.150,2.415,0.433,1.242,0.018,0.108,-0.008,0.492,-0.827,0.144,-0.010,0.000,0.000,-0.570,0.265,0.354,0.258,1.349,0.147,-0.112,0.029,0.000,0.000,-1.393,3.469,0.233,-1.544,-0.087,0.000
4.850,-0.238,0.236,-0.029,-0.042,-0.092,0.138,2.418,0.437,1.242,0.022,0.108,-0.026,0.486,-0.901,0.144,-0.072,0.000,0.000,-0.567,0.165,0.356,0.363,1.350,-0.122,-0.112,0.290,0.000,0.000,-1.366,3.490,0.221,-1.343,-0.087,0.000
4.858,-0.236,0.297,-0.029,-0.059,-0.091,-0.051,2.422,0.456,1.242,0.003,0.108,-0.019,0.479,-0.919,0.143,-0.021,0.000,0.000,-0.566,0.011,0.359,0.441,1.349,-0.286,-0.109,0.107,0.000,0.000,-1.338,3.338,0.210,-1.299,-0.087,0.000
4.867,-0.233,0.149,-0.030,-0.073,-0.091,-0.162,2.425,0.471,1.242,-0.019,0.108,0.008,0.471,-0.815,0.143,0.065,0.000,0.000,-0.566,0.089,0.363,0.678,1.347,-0.142,-0.108,-0.064,0.000,0.000,-1.311,3.040,0.200,-1.931,-0.087,0.000
4.875,-0.232,0.208,-0.030,0.054,-0.093,-0.199,2.429,0.468,1.242,-0.017,0.108,-0.020,0.465,-0.739,0.143,-0.128,0.000,0.000,-0.565,-0.183,0.368,0.686,1.346,-0.322,-0.109,0.083,0.000,0.000,-1.287,2.836,0.184,-2.203,-0.087,0.000
4.883,-0.231,0.209,-0.030,-0.026,-0.094,-0.028,2.433,0.461,1.242,-0.018,0.108,-0.031,0.459,-0.734,0.142,-0.084,0.000,0.000,-0.567,-0.190,0.373,0.658,1.343,-0.389,-0.108,0.187,0.000,0.000,-1.264,2.747,0.167,-2.713,-0.087,0.000
4.892,-0.229,0.292,-0.030,-0.080,-0.094,-0.136,2.436,0.510,1.242,0.002,0.108,-0.016,0.453,-1.121,0.142,-0.004,0.000,0.000,-0.568,0.296,0.379,0.490,1.340,-0.682,-0.107,0.051,0.000,0.000,-1.242,2.633,0.145,-2.184,-0.087,0.000
4.900,-0.227,0.260,-0.031,-0.019,-0.095,-0.162,2.441,0.505,1.242,-0.016,0.107,-0.009,0.444,-1.136,0.142,-0.060,0.000,0.000,-0.566,0.400,0.383,0.576,1.335,-0.640,-0.106,0.066,0.000,0.000,-1.221,2.358,0.128,-2.579,-0.087,0.000
4.908,-0.225,0.157,-0.031,0.026,-0.097,-0.204,2.445,0.472,1.242,-0.034,0.107,-0.014,0.435,-0.763,0.141,-0.078,0.000,0.000,-0.563,-0.044,0.387,0.600,1.330,-0.561,-0.106,0.034,0.000,0.000,-1.202,2.067,0.107,-2.520,-0.087,0.000
4.917,-0.223,0.182,-0.031,-0.028,-0.098,-0.161,2.448,0.484,1.242,-0.029,0.107,-0.014,0.429,-0.806,0.140,-0.033,0.000,0.000,-0.563,-0.020,0.392,0.559,1.325,-0.676,-0.106,-0.017,0.000,0.000,-1.186,1.862,0.087,-1.858,-0.087,0.000
4.925,-0.222,0.285,-0.031,-0.032,-0.100,-0.039,2.452,0.505,1.241,-0.040,0.107,-0.031,0.422,-0.827,0.140,-0.082,0.000,0.000,-0.563,-0.246,0.396,0.728,1.320,-0.727,-0.106,0.133,0.000,0.000,-1.171,1.443,0.072,-1.572,-0.087,0.000
4.933,-0.220,0.277,-0.031,-0.050,-0.100,-0.196,2.456,0.513,1.241,-0.065,0.107,-0.016,0.416,-0.647,0.140,-0.027,0.000,0.000,-0.565,-0.621,0.402,0.717,1.314,-0.657,-0.105,-0.041,0.000,0.000,-1.159,0.947,0.059,-1.580,-0.087,0.000
4.942,-0.217,0.158,-0.032,0.066,-0.102,-0.262,2.460,0.504,1.241,-0.060,0.107,-0.032,0.411,-0.592,0.139,-0.161,0.000,0.000,-0.570,-0.460,0.408,0.583,1.309,-0.694,-0.105,0.000,0.000,0.000,-1.152,0.903,0.047,-1.013,-0.087,0.000
4.950,-0.216,0.165,-0.031,0.033,-0.104,-0.148,2.464,0.538,1.240,-0.046,0.107,-0.040,0.406,-0.898,0.138,-0.164,0.000,0.000,-0.574,0.025,0.413,0.712,1.303,-0.760,-0.105,0.067,0.000,0.000,-1.144,0.635,0.039,-1.398,-0.087,0.000
4.958,-0.215,0.325,-0.031,-0.107,-0.105,-0.192,2.469,0.574,1.240,-0.063,0.106,0.000,0.399,-0.837,0.137,0.036,0.000,0.000,-0.574,-0.567,0.418,0.285,1.297,-1.003,-0.104,-0.176,0.000,0.000,-1.139,0.345,0.027,-0.437,-0.087,0.000
4.967,-0.212,0.335,-0.032,-0.061,-0.106,0.006,2.473,0.509,1.239,-0.069,0.106,-0.029,0.392,-0.879,0.137,-0.072,0.000,0.000,-0.578,-0.295,0.421,1.233,1.289,-0.880,-0.106,0.027,0.000,0.000,-1.136,0.205,0.024,-1.709,-0.087,0.000
4.975,-0.209,0.146,-0.032,-0.070,-0.106,-0.185,2.477,0.516,1.239,-0.060,0.106,-0.014,0.385,-0.499,0.136,0.006,0.000,0.000,-0.581,-0.563,0.431,0.147,1.282,-0.652,-0.106,-0.190,0.000,0.000,-1.135,-0.295,0.010,-0.173,-0.087,0.000
4.983,-0.208,0.057,-0.033,-0.163,-0.108,-0.272,2.481,0.535,1.238,-0.082,0.106,0.000,0.381,-0.579,0.137,0.133,0.000,0.000,-0.585,-0.357,0.432,0.970,1.277,-0.429,-0.107,-0.408,0.000,0.000,-1.137,-0.713,0.009,1.252,-0.087,0.000
4.992,-0.208,0.293,-0.034,-0.157,-0.110,-0.099,2.486,0.588,1.238,-0.059,0.106,-0.020,0.376,-0.897,0.138,0.055,0.000,0.000,-0.588,-0.343,0.439,0.606,1.273,-0.871,-0.110,-0.258,0.000,0.000,-1.143,-0.746,0.019,2.902,-0.087,0.000
5.000,-0.206,0.242,-0.035,-0.156,-0.111,-0.100,2.490,0.571,1.237,-0.056,0.106,0.000,0.369,-0.854,0.138,0.083,0.000,0.000,-0.591,-0.270,0.444,0.454,1.266,-0.922,-0.112,-0.292,0.000,0.000,-1.149,-0.725,0.042,2.821,-0.087,0.000
5.008,-0.204,0.035,-0.037,-0.111,-0.112,-0.031,2.495,0.524,1.237,-0.068,0.106,-0.018,0.362,-0.632,0.139,0.025,0.000,0.000,-0.593,-0.133,0.448,0.358,1.259,-0.688,-0.115,-0.104,0.000,0.000,-1.155,-0.550,0.065,3.032,-0.087,0.000
5.017,-0.203,-0.029,-0.038,-0.175,-0.112,-0.153,2.499,0.494,1.236,-0.076,0.106,-0.023,0.357,-0.579,0.139,0.115,0.000,0.000,-0.594,-0.061,0.451,0.434,1.254,-0.290,-0.116,-0.171,0.000,0.000,-1.159,-0.868,0.089,2.156,-0.087,0.000
5.025,-0.204,-0.028,-0.039,-0.135,-0.113,0.004,2.503,0.489,1.235,-0.063,0.105,-0.056,0.353,-0.610,0.140,0.014,0.000,0.000,-0.594,0.029,0.454,0.356,1.251,-0.021,-0.117,0.061,0.000,0.000,-1.166,-1.340,0.106,1.423,-0.087,0.000
5.033,-0.204,-0.199,-0.040,0.016,-0.113,-0.079,2.507,0.463,1.235,-0.049,0.105,-0.082,0.348,-0.366,0.140,-0.185,0.000,0.000,-0.594,-0.021,0.457,-0.004,1.251,0.260,-0.117,0.160,0.000,0.000,-1.177,-1.319,0.118,0.147,-0.087,0.000
5.042,-0.205,-0.130,-0.040,-0.288,-0.114,-0.011,2.511,0.505,1.235,-0.054,0.104,-0.009,0.345,-0.655,0.138,0.241,0.000,0.000,-0.594,0.184,0.457,0.432,1.253,0.366,-0.115,-0.208,0.000,0.000,-1.187,-1.396,0.119,0.651,-0.087,0.000
5.050,-0.206,0.034,-0.042,-0.200,-0.114,0.147,2.515,0.549,1.234,-0.030,0.104,-0.056,0.340,-0.973,0.140,0.036,0.000,0.000,-0.593,0.453,0.461,0.491,1.256,0.161,-0.117,0.070,0.000,0.000,-1.198,-1.353,0.124,0.787,-0.087,0.000
5.058,-0.206,-0.178,-0.044,-0.008,-0.113,0.034,2.519,0.429,1.234,-0.026,0.104,-0.106,0.332,-0.344,0.141,-0.200,0.000,0.000,-0.589,0.025,0.465,-0.052,1.257,0.380,-0.116,0.237,0.000,0.000,-1.209,-1.105,0.130,0.048,-0.087,0.000
5.067,-0.208,-0.291,-0.044,-0.018,-0.112,0.142,2.523,0.450,1.234,-0.020,0.103,-0.099,0.329,-0.300,0.139,-0.155,0.000,0.000,-0.589,0.098,0.464,-0.059,1.260,0.427,-0.114,0.286,0.000,0.000,-1.218,-1.009,0.131,0.070,-0.087,0.000
5.075,-0.210,-0.334,-0.044,-0.061,-0.111,0.180,2.526,0.459,1.234,-0.013,0.102,-0.101,0.327,-0.227,0.138,-0.100,0.000,0.000,-0.588,0.038,0.464,-0.100,1.264,0.397,-0.112,0.286,0.000,0.000,-1.226,-0.869,0.131,0.162,-0.087,0.000
